Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
松葉　貴大,Orix,3650,投手,6,178,82,B型,左,左,兵庫,1990-08-14,11,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,2,1,0,0,0.667,158,36.1,40,6,15,0,23,22,21,1.51,5.24
マレーロ,Orix,10900,内野手,2,191,95,不明,右,右,アメリカ,1988-07-02,12,0.201,68,245,219,44,11,26,1,24,1,68,0,5,0.282,0.416,0.697,3.79,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山岡　泰輔,Orix,4300,投手,2,172,68,A型,右,左,広島,1995-09-22,13,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,7,12,0,4,0.368,619,146,137,21,49,6,121,71,64,1.27,4.44
吉田　一将,Orix,3000,投手,5,191,94,A型,右,左,奈良,1989-09-24,14,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83,3,4,0,21,0.429,233,56.1,47,4,18,3,53,24,24,1.15,3.07
佐藤　達也,Orix,5500,投手,7,178,77,B型,右,右,埼玉,1986-07-26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
増井　浩俊,Orix,30000,投手,9,181,74,A型,右,右,静岡,1984-06-26,17,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49,2,5,35,9,0.286,278,65,55,4,33,1,69,18,18,1.35,3.18
岸田　護,Orix,5000,投手,13,180,80,A型,右,右,大阪,1981-05-10,18,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,0,0,0,1,0,59,15.1,13,0,2,0,14,4,4,0.98,1.69
金子　千尋,Orix,50000,投手,14,180,77,O型,右,左,新潟,1983-11-08,19,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87,4,7,0,0,0.364,430,100,97,11,35,3,72,47,43,1.32,4.25
近藤　大亮,Orix,3500,投手,3,177,75,O型,右,右,大阪,1991-05-29,20,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,3,3,0,9,0.5,223,54,34,7,27,0,52,21,20,1.13,4.16
西　勇輝,Orix,12000,投手,10,181,80,B型,右,右,三重,1990-11-10,21,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,10,13,0,0,0.435,679,162.1,162,15,36,6,119,66,65,1.22,3.59
髙城　俊人,Orix,1800,捕手,7,176,86,AB型,右,右,福岡,1993-05-03,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伏見　寅威,Orix,1000,捕手,6,182,88,AB型,右,右,北海道,1990-05-12,23,0.274,76,201,186,51,1,17,0,12,2,39,1,6,0.325,0.376,0.701,4.07,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
宮﨑　祐樹,Orix,1800,外野手,8,178,85,A型,右,右,佐賀,1986-11-29,24,0.238,33,102,84,20,3,8,1,14,3,22,1,2,0.366,0.381,0.747,5.13,5.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
西村　凌,Orix,750,捕手,1,178,84,O型,右,右,滋賀,1996-02-21,25,0.193,31,93,88,17,2,8,2,3,0,27,1,1,0.217,0.307,0.524,2.01,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
東明　大貴,Orix,2550,投手,5,178,77,O型,右,右,岐阜,1989-06-15,26,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,1,4,0,0,0.2,153,39.2,35,1,3,1,24,10,10,0.96,2.54
アルバース,Orix,10170,投手,1,185,91,不明,左,右,カナダ,1985-10-06,27,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,9,2,0,0,0.818,455,114,105,10,21,2,83,40,39,1.11,3.41
塚原　頌平,Orix,2250,投手,8,184,90,O型,右,左,茨城,1992-07-08,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田嶋　大樹,Orix,1500,投手,1,182,77,A型,左,左,栃木,1996-08-03,29,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06,6,3,0,0,0.667,291,68.2,60,9,24,4,69,33,31,1.22,4.04
Ｋ－鈴木,Orix,1200,投手,1,186,88,A型,右,右,千葉,1994-01-21,30,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59,0,0,0,0,0,42,7.1,11,3,9,0,2,9,7,2.73,11.57
小谷野　栄一,Orix,6300,内野手,16,177,88,O型,右,右,東京,1980-10-10,31,0.209,70,258,230,48,1,17,0,22,2,41,4,4,0.283,0.261,0.544,2.38,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ディクソン,Orix,21800,投手,6,195,84,不明,右,右,アメリカ,1984-11-03,32,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,4,6,0,0,0.4,414,99,90,7,30,5,84,40,39,1.21,3.4
縞田　拓弥,Orix,1250,内野手,7,180,80,O型,右,右,福岡,1987-01-22,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉田　正尚,Orix,3100,外野手,3,173,83,B型,右,左,福井,1993-07-15,34,0.321,143,598,514,165,26,86,3,69,7,74,0,9,0.403,0.553,0.956,8.27,8.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
比嘉　幹貴,Orix,1500,投手,9,177,77,A型,右,右,沖縄,1982-12-07,35,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,0,2,1,9,0,135,35.1,25,3,7,3,22,10,8,0.91,3.4
山足　達也,Orix,700,内野手,1,174,76,AB型,右,右,大阪,1993-10-26,36,0.167,25,72,60,10,1,7,2,7,3,15,2,2,0.286,0.25,0.536,2.27,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
若月　健矢,Orix,2000,捕手,5,179,90,O型,右,右,埼玉,1995-10-04,37,0.245,114,302,269,66,1,27,1,7,2,80,23,6,0.269,0.305,0.574,2.39,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小島　脩平,Orix,2300,内野手,7,177,78,O型,右,左,群馬,1987-06-05,38,0.12,40,54,50,6,0,2,3,4,0,9,0,0,0.185,0.14,0.325,0.22,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小林　慶祐,Orix,2000,投手,2,187,86,B型,右,右,千葉,1992-11-02,39,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,1,0,50,9,20,4,5,0,9,13,11,2.78,8.56
鈴木　昂平,Orix,1200,内野手,3,175,77,B型,右,右,東京,1991-06-20,40,0.176,43,22,17,3,0,0,0,0,2,4,3,1,0.263,0.176,0.44,0.85,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ローチ,Orix,3000,投手,1,183,88,不明,右,右,アメリカ,1989-12-14,42,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,2,3,0,0,0.4,225,50.1,63,2,15,6,19,31,28,1.55,4.13
山本　由伸,Orix,800,投手,2,177,80,AB型,右,右,岡山,1998-08-17,43,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,4,2,1,32,0.667,213,53,40,4,16,2,46,19,17,1.06,3.33
園部　聡,Orix,490,内野手,5,184,100,O型,右,右,福島,1995-11-10,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
飯田　大祐,Orix,1000,捕手,2,181,85,O型,右,右,茨城,1990-09-19,45,0,2,3,2,0,0,0,0,1,0,1,0,0,0.333,0,0.333,1.39,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
本田　仁海,Orix,500,投手,1,181,74,A型,右,左,神奈川,1999-07-27,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
海田　智行,Orix,2750,投手,7,179,81,B型,左,左,広島,1987-09-02,47,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,0,0,0,0,0,14,2.2,5,0,0,0,0,4,4,1.88,3.12
齋藤　綱記,Orix,500,投手,4,182,84,O型,左,左,北海道,1996-12-18,48,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0,0,0,0,0,12,3.1,0,0,1,1,4,2,2,0.3,2.52
澤田　圭佑,Orix,950,投手,2,178,96,B型,右,左,愛媛,1994-04-27,49,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,5,0,0,8,1,201,49.2,45,5,11,1,45,14,14,1.13,3.22
小田　裕也,Orix,1150,外野手,4,172,75,O型,右,左,熊本,1989-11-04,50,0.287,90,164,143,41,2,15,10,12,3,38,3,4,0.348,0.378,0.725,4.79,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岡﨑　大輔,Orix,610,内野手,2,182,75,AB型,右,左,埼玉,1998-09-17,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉田　雄人,Orix,510,外野手,5,178,78,B型,右,左,北海道,1995-04-21,53,0.167,3,6,6,1,0,0,1,0,0,1,0,0,0.167,0.167,0.333,1.04,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
黒木　優太,Orix,3700,投手,2,179,80,A型,右,左,神奈川,1994-08-16,54,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1,1,0,17,0.5,145,34,37,3,12,0,26,17,17,1.44,3.62
Ｔ－岡田,Orix,12000,外野手,13,187,100,B型,左,左,大阪,1988-02-09,55,0.225,97,333,298,67,13,43,2,31,2,82,0,9,0.3,0.393,0.693,3.71,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
武田　健吾,Orix,1700,外野手,6,183,83,O型,右,右,福岡,1994-04-18,56,0.221,69,107,95,21,1,12,0,2,2,20,5,2,0.245,0.316,0.561,2.26,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山田　修義,Orix,720,投手,9,184,87,B型,左,左,福井,1991-09-19,57,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,1,2,0,10,0.333,84,21.1,14,1,6,0,20,10,9,0.94,2.7
金田　和之,Orix,2200,投手,6,184,86,O型,右,右,鹿児島,1990-09-18,58,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,0,0,0,0,0,65,12.1,20,2,8,1,14,10,10,2.27,5.15
根本　薫,Orix,450,外野手,2,185,82,B型,左,左,茨城,1998-07-29,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山崎　勝己,Orix,1160,捕手,18,180,88,O型,右,右,兵庫,1982-08-16,62,0.207,81,104,92,19,0,5,0,4,0,21,8,2,0.24,0.25,0.49,1.36,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山﨑　颯一郎,Orix,500,投手,2,190,82,B型,右,右,石川,1998-06-15,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
廣澤　伸哉,Orix,480,内野手,1,175,70,B型,右,右,大分,1999-08-11,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
青山　大紀,Orix,850,投手,3,184,83,B型,右,左,大阪,1994-11-28,65,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0,0,0,0,0,12,2,2,0,5,0,2,1,1,3.5,8.62
吉田　凌,Orix,530,投手,3,181,78,A型,右,右,兵庫,1997-06-20,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
佐藤　世那,Orix,520,投手,3,181,84,B型,右,右,宮城,1997-06-02,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
鈴木　優,Orix,510,投手,4,181,81,B型,右,右,東京,1997-02-05,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大山　暁史,Orix,1600,投手,5,168,74,A型,左,左,大分,1988-10-06,69,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06,0,0,0,0,0,24,5.1,8,0,1,0,4,3,3,1.69,2.18
岩本　輝,Orix,200,投手,7,181,84,O型,右,左,山口,1992-10-21,91,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1,2,0,5,0.333,63,14.2,13,3,7,0,7,8,7,1.36,6.05
佐野　皓大,Orix,420,外野手,4,182,73,A型,右,右,大分,1996-09-02,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
杉本　裕太郎,Orix,700,外野手,3,190,94,B型,右,右,徳島,1991-04-05,99,0.25,7,14,12,3,2,8,0,1,1,3,0,0,0.357,0.833,1.19,10.39,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
張　奕,Orix,260,外野手,2,181,82,O型,右,右,台湾,1994-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
稲富　宏樹,Orix,250,捕手,1,178,88,O型,右,左,大阪,1999-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
榊原　翼,Orix,250,投手,2,180,84,AB型,右,右,千葉,1998-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
戸田　亮,Orix,540,投手,6,183,77,O型,右,右,東京,1988-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
神戸　文也,Orix,260,投手,2,182,82,B型,右,右,群馬,1994-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
坂本　一将,Orix,260,内野手,2,162,65,B型,右,左,東京,1990-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
東　晃平,Orix,250,投手,1,178,73,O型,右,右,兵庫,1999-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
比屋根　彰人,Orix,250,内野手,1,182,89,A型,右,右,沖縄,1999-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
フェリペ,Orix,250,捕手,1,176,73,O型,右,右,静岡,1999-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
斎藤　佑樹,Fighters,1830,投手,8,176,76,A型,右,右,群馬,1988-06-06,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27,0,1,0,0,0,45,8.2,8,2,12,2,3,8,7,2.31,10.27
杉谷　拳士,Fighters,2100,内野手,10,173,76,B型,右,両,東京,1991-02-04,2,0.231,70,130,104,24,3,9,4,12,6,20,6,2,0.339,0.356,0.694,4.11,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　賢介,Fighters,7500,内野手,17,176,78,O型,右,左,福岡,1981-05-20,3,0.295,67,124,105,31,0,8,0,18,0,14,1,0,0.398,0.324,0.722,5.55,5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
アルシア,Fighters,13000,外野手,1,183,102,不明,右,左,ベネズエラ,1991-05-09,4,0.222,89,324,284,63,14,43,0,30,9,92,0,6,0.315,0.405,0.72,4.19,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
レアード,Fighters,30000,内野手,4,185,98,不明,右,右,アメリカ,1987-09-11,5,0.233,120,505,450,105,26,65,0,44,7,124,0,10,0.309,0.447,0.756,4.6,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中田　翔,Fighters,20000,内野手,11,183,99,O型,右,右,広島,1989-04-22,6,0.265,140,599,540,143,25,106,0,43,3,81,0,24,0.316,0.463,0.778,4.59,4.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
西川　遥輝,Fighters,16000,外野手,8,180,77,A型,右,左,和歌山,1992-04-16,7,0.278,140,636,528,147,10,48,44,96,3,103,7,1,0.391,0.405,0.796,6.88,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
近藤　健介,Fighters,5600,捕手,7,173,85,O型,右,左,千葉,1993-08-09,8,0.323,129,555,462,149,9,69,5,87,1,90,0,16,0.427,0.457,0.884,7.43,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中島　卓也,Fighters,8600,内野手,10,178,73,A型,右,左,福岡,1991-01-11,9,0.261,132,449,391,102,1,23,29,35,0,88,22,4,0.321,0.312,0.633,3.81,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
清水　優心,Fighters,1000,捕手,4,185,86,A型,右,右,山口,1996-05-22,10,0.215,86,242,200,43,7,21,0,18,3,51,20,4,0.288,0.355,0.643,3.06,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松本　剛,Fighters,2270,内野手,7,181,79,AB型,右,右,埼玉,1993-08-11,12,0.222,54,139,126,28,1,9,2,6,1,14,5,5,0.261,0.302,0.563,2.08,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石井　裕也,Fighters,1300,投手,14,178,80,B型,左,左,神奈川,1981-07-04,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0.1,0,0,0,0,0,0,0,0,3.12
加藤　貴之,Fighters,3200,投手,3,182,87,AB型,左,左,千葉,1992-06-03,14,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53,5,8,0,3,0.385,489,113.1,127,9,28,4,82,61,57,1.37,3.55
上沢　直之,Fighters,2400,投手,7,187,89,A型,右,右,千葉,1994-02-06,15,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16,11,6,0,0,0.647,670,165.1,146,15,38,5,151,62,58,1.11,3.23
有原　航平,Fighters,7000,投手,4,189,101,AB型,右,右,広島,1992-08-11,16,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,8,5,2,1,0.615,471,110.2,124,17,15,5,87,60,56,1.26,4.09
浦野　博司,Fighters,1940,投手,5,178,70,A型,右,右,静岡,1989-07-22,17,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,2,2,7,9,0.5,167,41.2,33,3,9,0,44,11,10,1.01,2.45
トンキン,Fighters,12000,投手,1,201,100,不明,右,右,アメリカ,1989-11-19,19,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,4,4,12,20,0.5,226,51,45,2,23,7,33,24,21,1.33,3.98
上原　健太,Fighters,1200,投手,3,190,84,A型,左,左,沖縄,1994-03-29,20,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,4,0,0,0,1,158,37.1,34,3,11,1,24,15,13,1.21,3.84
清宮　幸太郎,Fighters,1500,内野手,1,184,102,O型,右,左,東京,1999-05-25,21,0.2,53,180,160,32,7,18,0,16,3,60,0,1,0.283,0.381,0.665,3.72,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
鶴岡　慎也,Fighters,3000,捕手,16,176,80,A型,右,右,鹿児島,1981-04-11,22,0.243,101,260,239,58,2,22,1,14,3,45,4,5,0.293,0.305,0.598,2.88,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
渡邉　諒,Fighters,790,内野手,5,178,79,B型,右,右,茨城,1995-04-30,23,0.242,60,183,161,39,7,14,1,11,2,43,8,7,0.297,0.416,0.713,3.64,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
森本　龍弥,Fighters,540,内野手,6,185,102,O型,右,右,兵庫,1994-06-12,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
宮西　尚生,Fighters,15000,投手,11,180,78,O型,左,左,兵庫,1985-06-02,25,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,4,3,0,37,0.571,186,45,29,1,20,5,39,11,9,1.09,3.14
淺間　大基,Fighters,910,外野手,4,183,78,B型,右,左,東京,1996-06-21,26,0.239,31,99,88,21,3,7,1,10,1,18,0,2,0.323,0.409,0.732,4.41,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
マルティネス,Fighters,20000,投手,1,185,90,不明,右,右,アメリカ,1990-08-05,27,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51,10,11,0,0,0.476,683,161.2,168,16,40,6,93,69,63,1.29,4.05
新垣　勇人,Fighters,820,投手,6,183,86,A型,右,右,神奈川,1985-10-21,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,11,2,4,0,1,0,1,2,2,2.5,3.62
井口　和朋,Fighters,1550,投手,3,175,81,O型,右,右,神奈川,1994-01-07,29,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,1,1,1,7,0.5,129,32.2,26,0,9,0,28,11,9,1.07,2.05
鍵谷　陽平,Fighters,5000,投手,6,177,86,O型,右,右,北海道,1990-09-23,30,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,0,0,0,2,0,128,27.1,33,2,12,1,22,14,13,1.65,3.89
村田　透,Fighters,3500,投手,5,183,82,O型,右,左,大阪,1985-05-20,31,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,6,3,0,0,0.667,319,77,70,5,18,5,45,32,28,1.14,3.69
大累　進,Fighters,820,内野手,6,175,71,O型,右,右,北海道,1990-08-31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
